Title,Title2,Author,Description,Image URL,Genres
The Magic Of Lost Temple,the magic of lost temple,Sudha Murty,"Grandma tells the stories over long summer days and nights, as seven children enjoy life in her little town. The stories entertain, educate and provide hours of enjoyment to them. So come, why donâ€™t you too join in the fun.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446907050l/27558257.jpg,Fiction;Childrens;Asian Literature>Indian Literature;Childrens>Middle Grade;Fantasy;Adventure;Classics;Cultural>India
The Magic Snowman,the magic snowman, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483242159l/33653094.jpg,
The Man From The Egg Unusal Tales About Trinity,the man from the egg unusal tales about trinity,Sudha Murty,"Award-winning author Sudha Murty walks by your side, weaving enchanting tales of the three most powerful gods from the ancient world.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511632879l/36660508._SY475_.jpg,Fantasy>Mythology;Fiction;Short Stories;Religion>Hinduism;Religion
The Man From The Land Of Fandango,the man from the land of fandango,Margaret Mahy,The man from the land of Fandango is coming to pay you a call!,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344029590l/13429645.jpg,Childrens>Picture Books;Poetry;Childrens;Fantasy;Fantasy>Magic;Animals;Music;Humor;Childrens>Storytime;Fiction
The Meltdown,the meltdown,Jeff Kinney,"When snow shuts down Greg Heffleyâ€™s middle school, his neighborhood transforms into a wintry battlefield.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525203766l/39304888.jpg,Childrens>Middle Grade;Fiction;Humor;Sequential Art>Graphic Novels;Childrens;Realistic Fiction;Young Adult;Sequential Art>Comics;Contemporary;Humor>Comedy
The Merchant And The Foolish Painter,the merchant and the foolish painter, , , ,
The Merchant And The Foolish Painter,the merchant and the foolish painter, , , ,
The Merchant Of Venice,the merchant of venice,William Shakespeare,This second edition of The Merchant of Venice retains the text and Introduction prepared by M. M. Mahood and features a new introductory section by Charles Edelman.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871054l/24128.jpg,Classics;Plays;Fiction;Drama;Academic>School;Literature;Plays>Theatre;Academic>Read For School;Poetry;Classics>Classic Literature
The Musical Donkey,the musical donkey,Niveditha Subramanian, ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431448260l/25526999.jpg,
The Mystery Of The Disappearing Cat,the mystery of the disappearing cat,Enid Blyton,Pip and Bets have a new neighbour who lives with her prize-winning Siamese cats.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924155l/17514.jpg,Childrens;Mystery;Fiction;Adventure;Childrens>Middle Grade;Classics;Asian Literature>Indonesian Literature;Novels;Mystery>Detective;Mystery>Crime
The Naughtiest Girl Again,the naughtiest girl again,Enid Blyton,"Robert is a bully and Kathleen plays mean tricks on Jenny and Elizabeth. Elizabeth does not want to misbehave again, but someone tries to make sure that she does not forget her nickname of 'the Naughtiest Girl in the school'.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349962598l/735708.jpg,Childrens;Fiction;Classics;Academic>School;Childrens>Middle Grade;Childrens>School Stories;School Stories>Boarding School;Childrens>Childrens Classics;Young Adult;European Literature>British Literature
The Naughtiest Girl Marches On,the naughtiest girl marches on,Anne Digby,"A classic Enid Blyton school series with timeless appeal - in new adventures by Anne Digby. Elizabeth longs to star in the school play, so she knows she can't afford to be naughty ...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174959239l/461807.jpg,Childrens;Fiction;Childrens>Middle Grade;Academic>School;Childrens>School Stories
The Naughtiest Girl Wants To Win,the naughtiest girl wants to win,Anne Digby,How can Elizabeth stand by and do nothing when she realises the new head girl is a complete disaster? Her friends Julian and Joan agree with her - but will anybody else? -- back cover.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175115758l/481217.jpg,Childrens;Fiction;Childrens>Middle Grade;Academic>School;Childrens>School Stories;Young Adult
The New Pony,the new pony,Heather Amery,"There's a new pony at Old Gate Farm, but why does she look so sad? A heart-warming story of rescue and friendship for young children to enjoy.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267798222l/5699428.jpg,Childrens>Picture Books;Childrens
The Night Before Christmas,the night before christmas,Clement Clarke Moore,A poem about the visit that Santa Claus pays to the children of the world during the night before every Christmas.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348123431l/2281896.jpg,Holiday>Christmas;Childrens;Childrens>Picture Books;Classics;Poetry;Fiction;Holiday;Fantasy;Kids;Short Stories
The Nut Map,the nut map,Susanna Gretz,"It's time to hide nuts for winter, and Vera decides to make a nut map. Jack thinks this is a silly idea, but when it snows he need's Vera's nut map after all. Suggested level: junior.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348506532l/12017370.jpg,
The Nutcracker,the nutcracker, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387711623l/774449.jpg,Classics;Holiday>Christmas;Fantasy;Childrens;Fiction;Childrens>Picture Books;European Literature>German Literature;Fantasy>Fairy Tales;Holiday;Short Stories
The Nutty Nut Chase,the nutty nut chase,Kathryn Ivy White,"When a shiny brown nut pops out of the ground, each animal wants it for him or herself, but the extraordinary nut turns out to be the source of a delicious treat for everyone.","data:image/jpg;base64,/9j/4AAQSkZJRgABAQEADQANAAD/2wBDAAMCAgMCAgMDAwMEAwMEBQgFBQQEBQoHBwYIDAoMDAsKCwsNDhIQDQ4RDgsLEBYQERMUFRUVDA8XGBYUGBIUFRT/2wBDAQMEBAUEBQkFBQkUDQsNFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBQUFBT/wAARCABQADUDAREAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD9GrH42+CNSZltvEdnKy/eUbsj9PY/lXif21l9ub2y/HqY061Orfkd7E3/AAuLwbjP9v22Po/+FcX+s+T3t9Zj+P8AkV7SD6h/wuLwbx/xP7bn2f8Awo/1nyf/AKCY/j/kHtIdxw+L/g8/8x62/Jv8Kj/WrJdvrMfx/wAilKL2YH4v+Dh/zHrb8m/wp/605N/0Ex/H/IHKK3Yz/hcvgzj/AIn9tz0+V/8ACq/1nyd/8xMfx/yJ9pHuT2fxW8I3+/yvEOnDZjPnTiLr6b8Z6dq6KfEGVVb8uJh82l+dr/ISqwfU+NtA8OW2nWUl1A0rXHmCBjIw4VlY8AAddvU/Tvx+EVcVKrluIqbSXKnbZqTfr2s/TzMcDRhTo1Jx+LRfJtM6u28P2lz4TvtTZpUurZnyxlQRnHl7V2EbiWL7cg4BIzwa8zA4Chi8uq4ltpwv2torq631enzR3UMJCrGTlpb/ACb/AE/yIrXQB9qa3mkiLPBO8TJMFQOkCzAszDG3Ei9x35GKyoZY5VIxqyVpJ2s+vJzq91tZr7zSlgnePPs7bb63/wAhjaLcRFEYx+aziLyxklXLyoQeOxgfOPbGa5pZTXpR56lu1ru92+VdGmr2em62GsFUhHnkvkt+lv8A0pDLy0Gkak0M6w3whKsVjJ2SAgMuCccEFSD0IIIJzR7NZLmFNYhqSi03a70+aXy/Mn2csJVhKVn10/4Yxtf8TzWV3Fjw9EdFuZJHv5E+a4RskxeUQflAY8lq+6w+cZTjFUoxhZz1aenN973/ABPpMJUwWKp1YODU9GldJS79V06aXKN5q2i63qLzW7JZWywxIIp5IlYuAdzfJxz8vvxzXhZy3VqQeFoSslbSHb08jxMwwOJrVFKnQlFW6Lz8nLpbr6HUaduh0O5RG8x5Z4wtoiZeVgrnKkkDIAbjqQT71wYWFTG5Vi4Ut+an915GeX4adaM6cFq7dugmma/MbXyYC0AikcSQz24SRWZQrK6uucEBTg8cAjsa8P61j8oX1ZSUdb6crvdWvfW66epU1XwknSlozK8XfEa48AaPYajKWlgtpktVdY1P2eORfLZ2O0lgEAGOScKPTHflOLx2Orww6rcvKm1ou1rLTs7dbLpoe7kOW187xUsJCpyvlcltq46qK8238lcvT/EqzvPD4/sy5l1C+iibV1hgumZJcGfDhgp2s7MRk905UEmvRr1MVGhLDVeaF5xTnKS3b5rpX1lbqnZpXSvodSyrFU6ipYpOnFzVNyl0fuvZvXlXZ2a2ZhXPxO0SbSrXWb69bzbyGCRkKs8i+ZCzLngZULE4z0/dkdsV5eIyfNMZjZwvz2bXM30Vmr720aaVuprPhjMamLqYanDmUHJczataLS7vV80dN/eXR3JfEfi6y0Dwxea5Fs1GG3hjuFjgkAMiybfLwcHG4MCMjmvNo5TiamMhhKsXFSk43tdaJ7PZ7dzzcDkWIxmY08vqRdNyk43auk4pt9r2s9mb95ottPJsuraKdoyR+8jD4PfGfpXizxNTDVZ06U3ZNq6bV7O1zy4ynTv7Kbt5Nq5btZ57TSZfszyNJ9rib7OH2o4wwyfl+YjPTI4z1r9D4cnGWBxUJO2sP/bj0cjS9u35FmWxu7u3+13DebdtOlubSIMxjTy3ZTnqT8hB92/Pzcxw1XMeeGF1dJwXKldvn+1f10tbT5nXmcpVqsqf8tvxaV/xKuq+GZJLK5YotzZIq+Z5gXY+Qu5GjY/MAz7TjuPWuN5XicE3Vpx5lGCcr2i4vlUpcvvczcbrVej00PLoRnQqKUF72+9mnvo1qn/wzMXR/hdpfgtludOjZTC1xp/mCTZ5gW58wjZnkBnJ46KcHINehnM8dHD1KkqylTUraq2qhG3LdtttSbfo3ofR5lnWOzKnKOIqJpuMrNbP2aV09dXHvu9dGZmnfC7QbDTbWxuI2voooWtYhduCdheR9owB082QDuFYjoTXz0uI8wrTk6UuS9m+XrZct29emjJr8SZjXqyrU5ezbak+VdUkr6335Yt7K6T3KbfBLS/7Qu7pby5jW5mWXyBt2KgnScxYx9zegx6AkV6tPjDFwhTg4Rk4dXe70tdu56dLjDFwpwpypxfKrX1vflcOb1s3fu9Tvoop7qabdbtCqthXZlIkHqMEkfjivg/ZUVFSnVV3vo/8j4lUlZJP8yjp+sWB0/UbsXcU8Ni0JnjDvjBb7ygAqxAB6jOCcEc5/XeHcLiKWCxnNBq6hbzs5X/DUjL8ZTw85Vb3SV3Y3dK1ybQr+8fT5UVpoyuVXI2scgr7gjr6g18hXx2YZNmE69BJc6au1dNaflY68YnHETlunqvNP+rDptTmuYbtJooJWuWkLSvHiQeY5dtp7DdyPQnjvWFTOcfKhVnOUJczd7pOS517yj5WWvbQ5o15Rkrf8Da35Hn9n4w1rxH4+8U+Fta0+20zTYrZr61uoAwkkEkmDKHBIXnPIAK/MOQTX3FWEMRkuHzCjio/vJ2mpRXLze67JKLd1yq1903rqXTnVqSlBtJJLfrpbp6Hm/xZuPGGuePNJ0DSNUXTNEkKSDVId8brKuUkDOBlWALgAYBB5PUD6vhbIcmweDeKxKjVqzTVn8PLe6spJX1tq1vsc8aE6uIjShNWne3nZq6S3uvQ4rWJfiL8FdffVodWvNb0Qy5825naaKZdw4lUklCSQNwxyeDzivsq+R5FxFhfq06EYTS0cUouL2Vmlr6O48Zg8Rl8+Z6xvo/8z6U0XxfP4g0LTtZsLZmsb+ETQsLeR+McjIGMg8H3FYZZ4PZTXw0faY2Tmt+Vx08mmnY/NsfxRmWDruH1a0el09fNO9n8jEGi20aXMUSmCG5wJI1YMrYORjcCRz6Yr8oo4zE0ISpxqOz0ei1P6AXCWEjdQnJJ72a/VMSSa58L6DqEmg2UdxqHlM0KyZYyOB8oPIHfpkVxvBUMyxVNY6pJQvraysnv0IfDWHwtKbw6k5dE2t/uOP1b4lfEaaHRNE/sW10bU9Sdo5NVhYTrDGiBpHCZIVtu485wFOPb6rLuEeH62Iq4iFaVWnDXkel7vS70bS02t5nhYnAYij7KlKnyym7XumunRLR/edz4A8C2Fv42/tux1K9/eK0F5c3upPcwtEQWCtvLYO4LjBBHPrXr5ngIZhl39nqnCKTTjaKik1191a6XWu56NfLqNNSlSbUu1276/obl38OX17UJJdOvrSO206Z5jO8uEZdxLFTjB29OSOK7Mqy2lCdCjial1C12o3vtoo9fv+XQ+cxuBaw8Kjpc1SDk0lUdNJyd7uSi3fTZWs3uchd6Jc6u7Wd9orX0UwBlt5YpCHUck4OeB1x92voMprfVcxjKvSbir3TVtLdL7NW0+7qfoPEmXUcXklSGErqE3ZxkpXXNdJJtdHezdnbd7F2y8QWfhQy2entc2sKttEGnxDyYwOMAAYHc4HHNfp3D+T4XFYL61iaKm6kpSTfNe17JXT1Wmh/MHFnFGLy3M3gMFiZwVKMYtRUWua129U9fes7dlc2Yr+K22AadBJuUnzZHdiSDzkZ29x271/LyVGlh4VVTTbdndvffpof1i/a1K0oOo0t1a3+RraQuq6tfQwWtvpqCWN5DvsYQFAYAnO0k/eFeth6MsTQhOnTim3rdLb56nmYirDC1JKpOTS2tJ3ub4s9PsvFGnabqE+lbZon815LaKJhJtdtoCsoBIG7B7ZPvX0FHDUcPLmSSdtXZI8mVfEVqTlFSavort6bXv66HL+HfDuiaJHeXXiHwb5sVxIgjS7uF1BHyz4eISLuyQPmzyPlFXSqRU2uV69+3oa1MXivbTlRquKvurRv7sU9IvTb579zR+Pei6nfeG4tO8M6X9jkmLRXNshWDMPGQoJAkJIAwueCeuRX1uRywNLFKpina2qv3/I+cxbxFSk1B819+r/zPnjwCNS8K/Evw5bXdpcWU66hCjWVyjRH52CMCpAIBDHnFfp2Zuni8urOm1JOL212Vz5ygvZ14c2mqPrqz8N+HNPEsGv27RThy0bMC25T6YBHHtX45hMzxmDi6dGrKK7Jnt5lkuBzWaq1qUZtdWlf9PxPNDc2uhX1q7WYvreNmYNM22JvlxgDac4PPpwK4+GOEswx+H58XTVON7++18mkrv70jzM48Q8FhpJRjJy293b/wJ2/BGjL8W4NO1v8AtKTR3Pl23klRdoW2llIYL1IyBX2S4TrzqunTxFO9tm5R/OJ81Lj/AAdOhzVsLV5b7pQl+Cmn+pCfiJ4T1rxhBcpOdKu2R5GWeNSzSlMFyw/2cjOOhI6V5GL4dzLDySUVO/8AJJSen91e8/8AwE+iy7jbJcbB0pVXB9qkZQ0/xP3P/JjpbqPUvFPivQS1/a3umqV2xwbSFZZFcscAEAqmOevpXzbhJVFGrpJff8z7mNTDvCSlSV7tO/S1mtOj3LGs6vrGlnXX1O0BaVDBFNsO0QsCcI2evXPqQD6Ylznd8y0K9nhpRg6Mtd2ut/Py7FjTbux0yy0aJ9ov7ZoYg2oESxB2IUurHlDk9VI/GrhiJKLgpWT6dGYzw7nKU2r6N6bnS6T4r0XWbTzpylq4dlJu2wHIOCVYr8wGMdsVpzJnLKnUpu0dT5r+JXh5rzRtUmm1d7XUWljlV4hhjGc7owePlVVYkAjpg5r9N4qzh5fClhqKdpp3a6eu1lLS1nc/m7K8mWJlWxdWa501ZPez35V15bNvt66nA6B8JBrEsVzIyzwyFdzNNksTg8bcnocnPOOpGa+Zy7KcwzPlnTpJR7yl8tkm99Dvr1cHh5Wqzblpok223r6eb10W5r3mgQaEVstA0wgTgrc30No1w5QjKKBvypfaOBxzz2r9iy3KqGTKNajTTqapuzd2l7zV3dJP1vY+GxNf+1pVMLN8tPTqouz+Fap3bt3Vr9r2uR22saNsntLi6tNRicGO3g0m5MYIAwDucFTndkkHHByByVmksPmacMVRjNLeTg7rzTvdO+iV/wAj1cqwlbJZe0wWInTm/sKpHl9GnFxatq20+56Va/EPXJLOy/ty0bU9Ms5o7l59xBcgjgryTzx37ivg8ZwY60efAT97f2ct7eU9r26P5vU++yrxAlhnOGbUfctb2sNr+cN9+sd+kT0XWtS0PxToEM2hLHd399KsQCjG1j1Lr2xx9OfSvzbF4WphqjoV4OEl0a/q6fdaM/Y8tx9PF0/rOFqqdNp6p3+XdPunZrqjudG0WDR9OgtFiEwiULuZAxJ7nnpk5NSlbQbk5NtnVXPwh8IXjbptCtpDjBLM/I7g89Pav0mtFYl3rLm9T8/jl2Fi7qH5/wCZFb/BjwXaZEPh+1jBBBCs46qVP8XoSPxrso4qth48lGXKvJJHLLJMvnLmlSTfq+unfsS2vwh8IWUnmQaFbRPnO5S+c4xnr6Vu8xxbSTqMVPIstpPmhRSfz9O43/hT/g8qR/YVvg9fmfnnP96o+vYrm5vaO4/7Ey5pp0Vr6/5j3+EfhJ4liOh2/lqwcLufGQMA9e1Cx2KSa9o9b3+e4PJMuaSdFWVn13W3UgsPgv4M0vUVvrTQYLe7VgwljkkBB9fvVy42pLMYxhi/fUdr209HudeX5dhspnOpgY8jn8Vm7P1V7fO1zpn8P2MmN0GP91mX+RryZZdhpfZPajiasdpH/9k\x3d",
The Octonauts And Only Lonely Monster,the octonauts and only lonely monster,Meomi,"The Octonauts are a crew of adorable animals who roam the ocean in search of adventure, treasure, and fun! From their undersea base called ""the Octopod,"" the Octonauts explore a colorful world full of thrills, chills, and gills.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354209218l/552551.jpg,Childrens>Picture Books;Childrens;Animals;Fiction;Adventure;Folklore>Monsters;Kids
The Odd Pet,the odd pet,Julia Donaldson,"The Children's Laureate and best-selling author of The Gruffalo, Julia Donaldson, has carefully created the Songbirds Phonics series to support children who are learning to read.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354030106l/8627652.jpg,Childrens
The Old Steam Train,the old steam train,Heather Amery,"When the wheels turn, the smokestack rises and falls.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348782787l/1672956.jpg,Childrens>Picture Books;Childrens
The Owl And The Pussy Cat,the owl and the pussy cat,Edward Lear,"After a courtship voyage of a year and a day, the owl and the pussycat finally buy a ring from Piggy and are blissfully married, in this illustrated version of Lear's nonsense poem.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387705577l/389065.jpg,Poetry;Childrens>Picture Books;Childrens;Classics;Animals;Fiction;Animals>Cats;Fantasy;Romance;Adventure
The Perfect Christmas Tree,The Perfect Christmas Tree,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601350704l/55479423._SX318_.jpg,
The Perfect Pet,the perfect pet, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439178996l/552485._SX318_.jpg,Childrens>Picture Books;Childrens;Animals;Humor;Childrens>Storytime;Language>Writing;Family;Fiction
The Pins And The Pegs,the pins and the pegs,Julia Donaldson,This book is also available in the More Songbirds Stage 1+ pack of all 6 titles or in the More Songbirds Stage 1+ class pack of 36.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348947663l/12483609.jpg,
The Princess And The Wizard,the princess and the wizard,Julia Donaldson,Princess Eliza must find a way to outwit the wicked wizard and escape from him in time for her birthday tea in this magical rhyming story.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358757535l/1844606.jpg,Childrens>Picture Books;Childrens;Fantasy;Fantasy>Fairy Tales;Fairy Tales>Princesses
The Problem Of The Mango Tree,the problem of the mango tree, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470573600l/3616312._SY475_.jpg,Fiction;Literature>20th Century;Cultural>Australia;Literature
The Ravenous Beast,the ravenous beast,Niamh Sharkey,"Various creatures from a mouse to a whale describe all the things they can eat, but the Ravenous Beast proves to be the hungriest of all.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320407133l/1177703.jpg,Childrens>Picture Books;Childrens;Animals
The Red Coat,the red coat, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547765250l/40581918.jpg,Historical>Historical Fiction;Fiction;Historical;Literary Fiction;Novels;European Literature>Irish Literature;Cultural>Ireland;Relationships;Family;Literature>20th Century
The Room Of Many Colours,the room of many colours,Ruskin Bond,"This collection brings together his finest stories for children in one volume. Published previously as A Treasury of Stories for Children, this attractive rejacketed edition includes two new stories, 'The Big Race' and 'Remember This Day'.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357204142l/13518284.jpg,Short Stories;Fiction
The Rumour,the rumour, , ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543859669l/39685241._SX318_.jpg,Thriller;Mystery;Fiction;Thriller>Mystery Thriller;Mystery>Crime;Suspense;Audiobook;Contemporary;Adult;Thriller>Psychological Thriller
The Rupa Book Of True Tales Of Mystery And Adventure,the rupa book of true tales of mystery and adventure,Ruskin Bond,"Ghost Stories from the Raj, The Rupa Book of Great Animal Stories, The Rupa Book of True Tales of Mystery and Adventure, The Rupa Book of Himalayan Tales and The Rupa Book of Great Suspense Stories are some of his recent books for Rupa.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327776607l/6056691.jpg,
The Saggy Baggy Elephant,the saggy baggy elephant,Kathryn Jackson,"But once he meets some beautiful creatures who look just like him, Sooki celebrates with a joyful â€œone-two-three-kick.â€ For over 50 years, parents and children have treasured this tale, with gorgeous art by Gustaf Tenggren, the ...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481063l/825576.jpg,Childrens>Picture Books;Childrens;Fiction;Animals;Classics;Kids;Fantasy;Childrens>Juvenile;Childrens>Storytime;Childrens>Childrens Classics
The Scarecrows Wedding,the scarecrows wedding,Julia Donaldson,"From the bestselling duo of Donaldson and Scheffler,come your favourite stories --now available as readers! Scarecrows Harry O'Hay and Betty O'Barley are planning the best wedding the barnyard has ever seen!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410230019l/20578916.jpg,Childrens>Picture Books;Childrens;Animals;Romance;Fiction;Literature>English Literature;Humor
The Secret Life Of A Pet,the secret life of a pet,David Lewman,"This hardcover edition features eight pages of full-color scenes from the movie, and is great for boys and girls 8 and up.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469402813l/28813932.jpg,Media Tie In;Fiction;Childrens
The Secret Of Spiggy Holes,the secret of spiggy holes,Enid Blyton,"But when they encounter the Old House's horrid new owner, the children are convinced he is hiding some secrets of his own ... First published in 1940, this edition contains the original text and is unillustrated.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175705210l/547564._SY475_.jpg,Childrens;Adventure;Mystery;Fiction;Young Adult;Classics;Childrens>Childrens Classics;Childrens>Middle Grade;European Literature>British Literature;Action
The Secret Seven,The Secret Seven,Enid Blyton,,,
The Serpent'S Revenge,the serpent's revenge,Sudha Murty,"From Parvati to Ashokasundari and from Bhamati to Mandodari, this collection features enchanting and fearless women who frequently led wars on behalf of the gods, were the backbone of their families and makers of their own destinies.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477480367l/32778254._SY475_.jpg,Fantasy>Mythology;Short Stories;Fiction;Religion;Cultural>India;Anthologies;Fantasy;Religion>Hinduism;Asian Literature>Indian Literature
The Shepherd Boy,the shepherd boy,Kim Lewis,"James closely observes the work of his father and the varied seasonal activities on the sheep farm, eagerly awaiting the day when he too can be a shepherd.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266691211l/2274915.jpg,Childrens>Picture Books;Childrens;Holiday>Christmas
The Smartest Giant In Town,the smartest giant in town,Julia Donaldson,"George the giant, known for wearing his old patched clothes, finally buys new ones, but then gives them away to some needy animals.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356454326l/928967.jpg,Childrens>Picture Books;Childrens;Animals;Fiction;Fantasy;Adventure;Teaching;Poetry;Childrens>Storytime;European Literature>British Literature
The Snowman,the snowman,Raymond Briggs,"This brand-new edition of the timelesstale features artwork from the original and beloved animated film in better, sharper, quality than ever before, and freshly written text. Accompanying audio features narration by Matthew Macfadyen.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355497688l/489972.jpg,Childrens>Picture Books;Childrens;Holiday>Christmas;Fiction;Classics;Fantasy;Holiday;Sequential Art>Graphic Novels;Sequential Art>Comics;Adventure
The Snow-White Pigeon,the snow-white pigeon,Enid Blyton,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347899941l/6035076.jpg,Childrens
The Spaceship,the spaceship,Roderick Hunt,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348550452l/12966381.jpg,Childrens
The Spelling Spell,the spelling spell,Enid Blyton,"Mr Stamp-about thinks he's going to be rich when he stumbles across a wizard casting a spell that makes gold, but there is one small problem as he soon finds out.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397328630l/21899382.jpg,
